0,0,110
0,0,0
-3015.38,3742.89,2161.61
-3011.98,3750.75,2166.38
-3001.68,3750.05,2165.96
-3010.36,3773.12,2179.96
-3012.35,3787.94,2188.95
-3019.21,3809,2201.73
-3016.14,3817.62,2206.96
-3011.93,3824.85,2211.35
-3010.93,3836.23,2218.26
-3007.58,3844.68,2223.39
-2989.48,3834.26,2217.06
-2964.17,3814.49,2205.06
-2932.76,3786.71,2188.2
-2895.47,3751.13,2166.61
-2864.38,3723.38,2149.77
-2848.21,3714.89,2144.62
-2837.69,3713.73,2143.91
-2832.35,3719.38,2147.34
-2835.84,3736.7,2157.85
-2832.76,3745.45,2163.16
-2810.92,3729.37,2153.4
-2784.01,3706.43,2139.48
-2763.78,3692.25,2130.88
-2742.4,3676.43,2121.27
-2724.26,3664.86,2114.25
-2698.35,3642.73,2100.82
-2670.92,3618.37,2086.04
-2637.41,3585.58,2066.14
-2603.34,3551.79,2045.63
-2583.83,3537.7,2037.08
-2567,3527.19,2030.7
-2546.31,3511.28,2021.04
-2523.79,3492.73,2009.78
-2505.57,3480.01,2002.06
-2492.79,3474.78,1998.89
-2478.9,3467.96,1994.75
-2465.52,3461.81,1991.02
-2448.85,3450.99,1984.45
-2437.79,3448.01,1982.64
-2434.01,3455.35,1987.1
-2436.52,3471.7,1997.02
-2435.13,3482.59,2003.63
-2428.69,3486.33,2005.9
-2415.28,3480.04,2002.08
-2402.6,3474.76,1998.88
-2388.53,3467.42,1994.42
-2383.5,3473.21,1997.94
-2377.72,3477.93,2000.8
-2367.56,3476.27,1999.79
-2355.84,3472.29,1997.38
-2342.05,3465.23,1993.09
-2331.61,3463.08,1991.79
-2322.95,3463.56,1992.08
-2315.16,3465.36,1993.17
-2309.13,3469.8,1995.87
-2301.15,3471.36,1996.81
-2292.34,3471.66,1997
-2286.67,3476.73,2000.07
-2275.61,3473.62,1998.19
-2268.7,3476.85,2000.14
-2260.23,3477.69,2000.66
-2248.05,3472.83,1997.7
-2235.49,3467.32,1994.36
-2220.58,3458.11,1988.77
-2203.96,3446.15,1981.51
-2188.78,3436.36,1975.57
-2173.95,3427.04,1969.92
-2158.38,3416.47,1963.5
-2134.82,3393.12,1949.33
-2109.03,3366.02,1932.88
-2082.83,3338.02,1915.89
-2048.13,3296.13,1890.46
-2010.06,3248.42,1861.51
-1982.06,3216.66,1842.23
-1950.27,3178.46,1819.05
-1918.67,3140.23,1795.85
-1874.85,3081.62,1760.27
-1829.46,3032.88,1730.69
-1803.09,3002.08,1712
-1787.94,2989.76,1704.53
-1795.5,3015.5,1720.15
-1787.56,3015.31,1720.03
-1783.93,3022.41,1724.34
-1773.95,3018.78,1722.14
-1772.65,3029.95,1728.92
-1780.18,3056.38,1744.95
-1787.51,3082.69,1760.93
-1793.12,3106.27,1775.23
-1804.47,3140.04,1795.73
-1806.55,3157.92,1806.58
-1812.15,3182.15,1821.29
-1822.23,3214.5,1840.92
-1830.98,3244.79,1859.31
-1844.67,3284.16,1883.2
-1855.39,3318.58,1904.09
-1862.8,3347.37,1921.56
-1880.46,3394.93,1950.43
-1887.01,3422.79,1967.33
-1887.88,3440.56,1978.12
-1887.07,3455.42,1987.14
-1882.8,3464.08,1992.39
-1878.51,3472.76,1997.67
-1871.87,3477.16,2000.34
-1869.13,3488.9,2007.46
-1865.03,3498.18,2013.09
-1858.65,3503.28,2016.19
-1852.29,3508.45,2019.32
-1843.93,3509.87,2020.19
-1837.63,3515.23,2023.44
-1832.12,3522.19,2027.66
-1824.71,3525.53,2029.69
-1814.02,3522.54,2027.88
-1799.23,3511.51,2021.18
-1782.33,3496.23,2011.91
-1762.69,3475.39,1999.26
-1743.83,3455.89,1987.43
-1722.3,3430.88,1972.25
-1699.59,3403.22,1955.46
-1672.22,3365.91,1932.82
-1644.44,3327.37,1909.42
-1616.41,3287.93,1885.49
-1591.05,3253.52,1864.6
-1567.44,3222.34,1845.68
-1549.35,3202.23,1833.48
-1531.37,3182.14,1821.28
-1510.85,3156.52,1805.73
-1495.89,3142.29,1797.1
-1486.13,3138.9,1795.04
-1478.83,3193.5,1828.18
-1523.45,3308.41,1897.92
-1532.98,3347.97,1921.92
-1558.76,3423.67,1967.87
-1569.07,3466.08,1993.61
-1563.38,3473.43,1998.07
-1570.03,3508.41,2019.3
-1568.11,3524.56,2029.1
-1558.21,3522.86,2028.07
-1549.96,3524.9,2029.31
-1536.74,3515.59,2023.66
-1525.31,3510.28,2020.43
-1513.64,3504.35,2016.83
-1500.85,3495.73,2011.6
-1490.27,3492.2,2009.46
-1480.49,3490.51,2008.44
-1470.8,3489.01,2007.53
-1463.76,3493.81,2010.44
-1456.98,3499.3,2013.77
-1449.88,3504.09,2016.68
-1443.55,3510.82,2020.76
-1437.99,3519.5,2026.03
-1433.77,3531.61,2033.38
-1429.44,3543.61,2040.66
-1424.37,3553.9,2046.91
-1418.23,3561.64,2051.6
-1407.93,3558.97,2049.99
-1394.4,3548.03,2043.35
-1376.09,3524.73,2029.2
-1358.16,3502.07,2015.45
-1342.19,3484.2,2004.61
-1327.09,3468.38,1995.01
-1307.59,3440.76,1978.24
-1288.41,3413.59,1961.75
-1270.08,3388.31,1946.41
-1251.57,3362.23,1930.58
-1239.83,3354.05,1925.62
-1229.3,3349.1,1922.61
-1218.87,3344.32,1919.71
-1208.04,3338.36,1916.09
-1196.95,3331.63,1912.01
-1188.65,3332.6,1912.6
-1179.35,3330.76,1911.48
-1172.68,3336.35,1914.88
-1166.2,3342.61,1918.67
-1160.02,3349.81,1923.04
-1153.08,3354.9,1926.13
-1147.07,3362.82,1930.94
