-3015.38,-2271.61,3742.89
-3011.98,-2276.38,3750.75
-3001.68,-2275.96,3750.05
-3010.36,-2289.96,3773.12
-3012.35,-2298.95,3787.94
-3019.21,-2311.73,3809
-3016.14,-2316.96,3817.62
-3011.93,-2321.35,3824.85
-3010.93,-2328.26,3836.23
-3007.58,-2333.39,3844.68
-2989.48,-2327.06,3834.26
-2964.17,-2315.06,3814.49
-2932.76,-2298.2,3786.71
-2895.47,-2276.61,3751.13
-2864.38,-2259.77,3723.38
-2848.21,-2254.62,3714.89
-2837.69,-2253.91,3713.73
-2832.35,-2257.34,3719.38
-2835.84,-2267.85,3736.7
-2832.76,-2273.16,3745.45
-2810.92,-2263.4,3729.37
-2784.01,-2249.48,3706.43
-2763.78,-2240.88,3692.25
-2742.4,-2231.27,3676.43
-2724.26,-2224.25,3664.86
-2698.35,-2210.82,3642.73
-2670.92,-2196.04,3618.37
-2637.41,-2176.14,3585.58
-2603.34,-2155.63,3551.79
-2583.83,-2147.08,3537.7
-2567,-2140.7,3527.19
-2546.31,-2131.04,3511.28
-2523.79,-2119.78,3492.73
-2505.57,-2112.06,3480.01
-2492.79,-2108.89,3474.78
-2478.9,-2104.75,3467.96
-2465.52,-2101.02,3461.81
-2448.85,-2094.45,3450.99
-2437.79,-2092.64,3448.01
-2434.01,-2097.1,3455.35
-2436.52,-2107.02,3471.7
-2435.13,-2113.63,3482.59
-2428.69,-2115.9,3486.33
-2415.28,-2112.08,3480.04
-2402.6,-2108.88,3474.76
-2388.53,-2104.42,3467.42
-2383.5,-2107.94,3473.21
-2377.72,-2110.8,3477.93
-2367.56,-2109.79,3476.27
-2355.84,-2107.38,3472.29
-2342.05,-2103.09,3465.23
-2331.61,-2101.79,3463.08
-2322.95,-2102.08,3463.56
-2315.16,-2103.17,3465.36
-2309.13,-2105.87,3469.8
-2301.15,-2106.81,3471.36
-2292.34,-2107,3471.66
-2286.67,-2110.07,3476.73
-2275.61,-2108.19,3473.62
-2268.7,-2110.14,3476.85
-2260.23,-2110.66,3477.69
-2248.05,-2107.7,3472.83
-2235.49,-2104.36,3467.32
-2220.58,-2098.77,3458.11
-2203.96,-2091.51,3446.15
-2188.78,-2085.57,3436.36
-2173.95,-2079.92,3427.04
-2158.38,-2073.5,3416.47
-2134.82,-2059.33,3393.12
-2109.03,-2042.88,3366.02
-2082.83,-2025.89,3338.02
-2048.13,-2000.46,3296.13
-2010.06,-1971.51,3248.42
-1982.06,-1952.23,3216.66
-1950.27,-1929.05,3178.46
-1918.67,-1905.85,3140.23
-1874.85,-1870.27,3081.62
-1829.46,-1840.69,3032.88
-1803.09,-1822,3002.08
-1787.94,-1814.53,2989.76
-1795.5,-1830.15,3015.5
-1787.56,-1830.03,3015.31
-1783.93,-1834.34,3022.41
-1773.95,-1832.14,3018.78
-1772.65,-1838.92,3029.95
-1780.18,-1854.95,3056.38
-1787.51,-1870.93,3082.69
-1793.12,-1885.23,3106.27
-1804.47,-1905.73,3140.04
-1806.55,-1916.58,3157.92
-1812.15,-1931.29,3182.15
-1822.23,-1950.92,3214.5
-1830.98,-1969.31,3244.79
-1844.67,-1993.2,3284.16
-1855.39,-2014.09,3318.58
-1862.8,-2031.56,3347.37
-1880.46,-2060.43,3394.93
-1887.01,-2077.33,3422.79
-1887.88,-2088.12,3440.56
-1887.07,-2097.14,3455.42
-1882.8,-2102.39,3464.08
-1878.51,-2107.67,3472.76
-1871.87,-2110.34,3477.16
-1869.13,-2117.46,3488.9
-1865.03,-2123.09,3498.18
-1858.65,-2126.19,3503.28
-1852.29,-2129.32,3508.45
-1843.93,-2130.19,3509.87
-1837.63,-2133.44,3515.23
-1832.12,-2137.66,3522.19
-1824.71,-2139.69,3525.53
-1814.02,-2137.88,3522.54
-1799.23,-2131.18,3511.51
-1782.33,-2121.91,3496.23
-1762.69,-2109.26,3475.39
-1743.83,-2097.43,3455.89
-1722.3,-2082.25,3430.88
-1699.59,-2065.46,3403.22
-1672.22,-2042.82,3365.91
-1644.44,-2019.42,3327.37
-1616.41,-1995.49,3287.93
-1591.05,-1974.6,3253.52
-1567.44,-1955.68,3222.34
-1549.35,-1943.48,3202.23
-1531.37,-1931.28,3182.14
-1510.85,-1915.73,3156.52
-1495.89,-1907.1,3142.29
-1486.13,-1905.04,3138.9
-1478.83,-1938.18,3193.5
-1523.45,-2007.92,3308.41
-1532.98,-2031.92,3347.97
-1558.76,-2077.87,3423.67
-1569.07,-2103.61,3466.08
-1563.38,-2108.07,3473.43
-1570.03,-2129.3,3508.41
-1568.11,-2139.1,3524.56
-1558.21,-2138.07,3522.86
-1549.96,-2139.31,3524.9
-1536.74,-2133.66,3515.59
-1525.31,-2130.43,3510.28
-1513.64,-2126.83,3504.35
-1500.85,-2121.6,3495.73
-1490.27,-2119.46,3492.2
-1480.49,-2118.44,3490.51
-1470.8,-2117.53,3489.01
-1463.76,-2120.44,3493.81
-1456.98,-2123.77,3499.3
-1449.88,-2126.68,3504.09
-1443.55,-2130.76,3510.82
-1437.99,-2136.03,3519.5
-1433.77,-2143.38,3531.61
-1429.44,-2150.66,3543.61
-1424.37,-2156.91,3553.9
-1418.23,-2161.6,3561.64
-1407.93,-2159.99,3558.97
-1394.4,-2153.35,3548.03
-1376.09,-2139.2,3524.73
-1358.16,-2125.45,3502.07
-1342.19,-2114.61,3484.2
-1327.09,-2105.01,3468.38
-1307.59,-2088.24,3440.76
-1288.41,-2071.75,3413.59
-1270.08,-2056.41,3388.31
-1251.57,-2040.58,3362.23
-1239.83,-2035.62,3354.05
-1229.3,-2032.61,3349.1
-1218.87,-2029.71,3344.32
-1208.04,-2026.09,3338.36
-1196.95,-2022.01,3331.63
-1188.65,-2022.6,3332.6
-1179.35,-2021.48,3330.76
-1172.68,-2024.88,3336.35
-1166.2,-2028.67,3342.61
-1160.02,-2033.04,3349.81
-1153.08,-2036.13,3354.9
-1147.07,-2040.94,3362.82
-1141.73,-2047.02,3372.83
-1135.25,-2051.12,3379.6
-1132.25,-2061.62,3396.9
-1132.18,-2077.68,3423.35
-1130.43,-2090.87,3445.09
-1131.38,-2109.31,3475.47
-1099.69,-2066.69,3405.25
-1133.97,-2148.39,3539.86
-1139.41,-2176.32,3585.89
-1142.97,-2201.09,3626.7
-1148.88,-2230.86,3675.75
-1147.44,-2246.72,3701.88
-1148,-2266.78,3734.94
-1146.32,-2282.73,3761.22
-1141.68,-2293.02,3778.17
-1136.22,-2301.82,3792.67
-1131.56,-2312.42,3810.13
-1124.01,-2317.24,3818.07
-1115.43,-2320,3822.62
-1105.29,-2319.53,3821.85
-1092.35,-2313.14,3811.33
-1079.59,-2307,3801.2
-1067.16,-2301.48,3792.1
-1053.3,-2292.73,3777.69
-1039.06,-2282.99,3761.64
-1025.19,-2273.86,3746.6
-1010.79,-2263.39,3729.34
-996.984,-2254.06,3713.98
-985.15,-2249.05,3705.72
-973.946,-2245.39,3699.69
-962.945,-2242.13,3694.32
-952.7,-2240.58,3691.77
-944.064,-2242.83,3695.46
-935.275,-2244.75,3698.64
-927.477,-2249.12,3705.83
-920.962,-2256.72,3718.35
-914.338,-2264.21,3730.7
-907.451,-2271.2,3742.22
-899.952,-2276.8,3751.44
-892.278,-2282.07,3760.13
-883.604,-2284.88,3764.75
-873.747,-2284.65,3764.37
-864.122,-2285.03,3765
-853.13,-2281.76,3759.62
-842.024,-2278.11,3753.61
-830.001,-2271.86,3743.31
-818.163,-2265.98,3733.62
-806.019,-2259.1,3722.28
-793.746,-2251.69,3710.07
-782.003,-2245.62,3700.06
-770.366,-2239.7,3690.31
-759.254,-2235.18,3682.87
-748.122,-2230.49,3675.13
-738.329,-2229.71,3673.86
-728.2,-2227.89,3670.86
-719.913,-2231.74,3677.19
-712.043,-2236.99,3685.85
-704.201,-2242.48,3694.89
-696.035,-2247.07,3702.46
-688.696,-2254.5,3714.7
-681.528,-2262.71,3728.22
-673.86,-2269.47,3739.36
-665.255,-2273.22,3745.55
-656.594,-2276.9,3751.6
-647.142,-2277.89,3753.24
-637.352,-2277.71,3752.95
-627.385,-2276.89,3751.59
-617.178,-2275.15,3748.73
-606.495,-2271.58,3742.84
-596.004,-2268.62,3737.96
-585.981,-2267.37,3735.9
-575.971,-2266.13,3733.86
-566.668,-2267.67,3736.41
-558.21,-2272.72,3744.72
-548.534,-2272.89,3745
-538.857,-2273.07,3745.29
-529.708,-2275.52,3749.33
-520.73,-2278.81,3754.75
-510.82,-2278.07,3753.53
-500.756,-2276.6,3751.11
-488.942,-2266.96,3735.22
-475.218,-2247.89,3703.81
-461.642,-2228.75,3672.28
-449.245,-2214.62,3648.99
-437.969,-2205.52,3634
-428.499,-2205.32,3633.67
-417.724,-2198.24,3622
-398.349,-2195.06,3616.77
-388.03,-2189.8,3608.09
-380.169,-2198.49,3622.41
