953.428,953.856,954.37,954.516,954.634,954.76,955.04,955.074,955.082,954.874,954.512,954.016,953.66,953.482,953.13,952.76,952.576,952.348,952.278,952.468,952.822,953.074,953.508,954.01,954.386,954.78,955.16,955.52,955.548,955.498,955.296,954.856,954.354,953.852,953.426,952.926,952.18,951.446,950.834,950.498,950.548,950.732,950.766,950.926,951.372,951.908,952.54,953.148,953.564,953.81,954.15,954.636,954.93,955.18,955.346,955.354,955.284,955.448,955.6,955.598,955.646,957.386,958.976,958.922,958.974,959.03,958.982,958.99,959.028,959.07,958.904,958.742,958.704,958.586,958.542,958.362,958.136,956.148,955.956,955.858,955.914,957.608,957.804,957.748,955.888,956.036,956.08,956.144,956.144,956.036,955.914,955.822,955.766,955.638,955.346,955.114,954.742,954.45,954.364,956.06,
953.586,953.958,954.376,954.542,954.674,954.836,955.016,955.084,955.092,954.814,954.394,953.878,953.512,953.258,952.864,952.53,952.336,952.07,951.992,952.224,952.5,952.84,953.27,953.822,954.338,954.724,955.2,955.69,955.852,955.89,955.786,955.392,954.842,954.37,953.908,953.304,952.596,951.836,951.192,950.77,950.824,950.91,950.932,951.13,951.542,952.02,952.588,953.26,953.682,953.884,954.244,954.712,955.048,955.266,955.328,955.328,955.294,955.348,955.464,955.432,955.48,957.21,958.764,958.682,958.73,958.688,958.706,958.672,958.694,958.732,958.484,958.36,958.272,958.1,958.042,957.89,957.638,957.372,957.124,957.09,957.12,957.198,957.426,957.446,955.768,955.888,956.054,956.136,956.152,956.11,956.074,956.012,955.956,955.938,955.71,955.472,955.236,954.88,954.742,956.368,
953.858,954.178,954.54,954.774,954.836,955.042,955.176,955.26,955.178,954.858,954.43,953.88,953.496,953.172,952.698,952.268,952.044,951.822,951.732,951.876,952.062,952.45,952.906,953.508,954.092,954.51,955.02,955.508,955.778,955.872,955.88,955.544,955.032,954.562,954.08,953.484,952.79,952.016,951.366,950.952,950.968,951.08,951.1,951.336,951.688,952.142,952.718,953.38,953.808,954.024,954.356,954.784,955.078,955.31,955.386,955.394,955.31,955.304,955.382,955.33,955.332,957.036,956.838,958.506,958.444,958.322,958.3,958.26,958.222,958.158,957.95,957.776,957.714,957.56,957.4,957.232,957.05,956.7,956.5,956.508,956.588,956.698,956.936,955.346,955.36,955.632,955.864,955.978,956.04,956.094,956.074,956.032,956.148,956.144,956.052,955.846,955.676,955.4,955.23,955.176,
954.272,954.554,954.874,955.15,955.238,955.362,955.522,955.498,955.37,955.018,954.56,953.984,953.496,953.082,952.538,952.12,951.794,951.498,951.364,951.506,951.688,951.986,952.47,953.056,953.668,954.132,954.66,955.132,955.378,955.536,955.6,955.26,954.798,954.396,953.972,953.41,952.716,952.076,951.406,951.098,951.162,951.25,951.362,951.478,951.952,952.404,953.01,953.68,954.066,954.3,954.678,955.034,955.326,955.506,955.532,955.44,955.43,955.302,955.368,955.25,955.166,955.114,954.92,956.514,956.31,956.258,956.23,956.068,956.008,955.96,955.73,955.556,955.46,955.286,953.51,953.342,953.13,952.84,954.23,954.23,954.26,954.368,954.772,954.902,954.904,955.19,955.52,955.678,955.802,955.926,956.016,956.04,956.184,956.358,956.266,956.258,956.07,955.874,955.708,955.672,
954.63,954.884,955.212,955.368,955.53,955.714,955.844,955.834,955.736,955.334,954.808,954.256,953.69,953.256,952.676,952.168,951.79,951.446,951.256,951.328,951.396,951.648,952.04,952.544,953.244,953.654,954.138,954.632,954.838,954.98,954.994,954.768,954.4,954.012,953.678,953.198,952.668,952.106,951.534,951.29,951.37,951.526,951.662,951.89,952.284,952.784,953.364,954.004,954.414,954.652,955.012,955.298,955.532,955.638,955.63,955.574,955.518,955.324,955.296,955.216,955.074,954.918,954.744,954.548,954.27,954.188,954.124,953.93,953.866,953.854,953.646,953.452,953.382,953.212,953.114,952.996,952.802,952.456,952.204,952.202,952.172,952.3,952.608,952.85,952.868,953.232,953.578,953.796,953.984,954.104,954.286,954.384,954.636,954.842,954.904,954.956,954.796,954.662,954.554,954.472,
954.946,955.14,955.454,955.726,955.852,956.048,956.186,956.148,955.984,955.576,955.016,954.49,953.924,953.458,952.85,952.218,951.77,951.358,951.05,951.03,951.026,951.272,951.552,951.964,952.598,952.968,953.454,953.918,954.094,954.216,954.128,953.93,953.624,953.272,953.046,952.718,952.226,951.824,951.39,951.29,951.472,951.662,951.866,952.138,952.616,953.15,953.742,954.41,954.818,955,955.32,955.544,955.718,955.764,955.8,955.708,955.58,955.318,955.318,955.124,954.916,954.714,954.474,954.24,953.95,953.814,953.75,953.552,953.434,953.37,953.228,953.064,953.124,952.964,952.79,952.7,952.56,952.222,951.998,951.918,951.912,951.978,952.34,952.502,952.642,952.936,953.312,953.554,953.736,953.906,954.078,954.29,954.576,954.958,955.058,955.214,955.24,955.168,955.012,954.956,
955.098,955.33,955.684,955.964,956.122,956.256,956.368,956.322,956.206,955.82,955.294,954.816,954.222,953.676,953.07,952.386,951.794,951.294,950.914,950.784,950.704,950.734,950.908,951.248,951.798,952.134,952.522,952.862,952.98,953.124,953,952.814,952.524,952.366,952.212,951.976,951.642,951.38,951.184,951.186,951.424,951.71,952.014,952.406,952.914,953.46,954.1,954.76,955.202,955.372,955.658,955.838,955.88,955.936,955.896,955.85,955.646,955.476,955.432,955.144,954.878,954.642,954.37,954.092,953.636,953.498,953.474,953.306,953.176,953.112,953.004,952.966,952.96,952.844,952.73,952.626,952.498,952.142,952.038,951.934,951.864,951.874,952.252,952.506,952.53,952.798,953.176,953.356,953.576,953.804,953.94,954.206,954.598,955.048,955.24,955.46,955.648,955.612,955.626,955.504,
955.056,955.368,955.68,955.936,956.066,956.246,956.316,956.25,956.122,955.666,955.212,954.728,954.112,953.614,952.996,952.246,951.694,951.16,950.718,950.526,950.364,950.332,950.38,950.602,951.036,951.378,951.614,951.848,951.902,951.84,951.798,951.644,951.448,951.368,951.204,951.214,950.996,950.958,950.872,950.986,951.376,951.834,952.238,952.632,953.268,953.916,954.534,955.202,955.658,955.92,956.052,956.186,956.268,956.184,956.172,956.03,955.866,955.568,955.588,955.216,954.884,954.644,954.33,954.008,953.542,953.382,953.318,953.104,952.968,952.978,952.878,952.84,952.874,952.78,952.684,952.546,952.452,952.2,951.974,951.9,951.778,951.746,952.084,952.274,952.324,952.55,952.84,953.044,953.218,953.422,953.636,953.884,954.372,954.94,955.22,955.528,955.788,955.788,955.886,955.874,
954.764,954.998,955.286,955.572,955.726,955.852,955.884,955.788,955.666,955.288,954.764,954.288,953.712,953.25,952.618,951.948,951.334,950.776,950.348,950.096,949.87,949.818,949.784,949.88,950.194,950.466,950.562,950.824,950.746,950.582,950.524,950.456,950.354,950.266,950.298,950.364,950.338,950.492,950.576,950.826,951.308,951.75,952.294,952.774,953.482,954.166,954.83,955.492,955.996,956.146,956.43,956.492,956.494,956.36,956.308,956.23,956.082,955.738,955.642,955.392,954.944,954.656,954.362,953.842,953.422,953.262,953.188,952.884,952.792,952.808,952.7,952.674,952.73,952.634,952.552,952.51,952.344,952.086,951.942,951.84,951.706,951.626,951.938,952.116,952.056,952.296,952.51,952.602,952.898,953.068,953.312,953.668,954.254,954.766,955.12,955.486,955.834,955.9,956.028,956.036,
954.378,954.64,954.914,955.194,955.184,955.368,955.406,955.298,955.142,954.722,954.248,953.846,953.322,952.89,952.294,951.598,951.084,950.504,950.092,949.878,949.602,949.456,949.324,949.342,949.604,949.622,949.668,949.804,949.722,949.488,949.392,949.3,949.198,949.26,949.416,949.502,949.65,949.918,950.168,950.536,951.016,951.65,952.238,952.83,953.656,954.332,954.96,955.726,956.162,956.462,956.6,956.632,956.652,956.428,956.328,956.412,956.138,955.916,955.802,955.45,954.954,954.662,954.36,953.842,953.298,953.05,952.992,952.762,952.668,952.724,952.588,952.572,952.634,952.508,952.46,952.478,952.34,952.164,952.008,951.914,951.744,951.674,951.966,952.094,952.036,952.196,952.398,952.526,952.794,953.026,953.28,953.662,954.204,954.794,955.232,955.552,955.976,955.978,956.116,956.128,
